Axis	CAP1	CAP2	CAP3
H4077	-0.0322360071383216	-0.150455788568643	-0.175219304812429
H4079	0.0446800200807497	0.108554471810741	-0.0503719779450942
H4080	0.20239457298709	-0.0189240513205259	0.100266376208692
J4083	-0.137776353456944	0.168536249356145	0.11229923418074
J4085	-0.156330482229483	-0.195702272414753	0.127340639991658
J4086	-0.0524346370604064	-0.0476982009278185	-0.0636715905762531
J4087	0.0150220217073407	0.160997203285889	-0.0856514807121945
J4088	-0.0357878845928967	0.00647125746613661	0.208264005923248
J4089	-0.0902248834386992	0.244034520391984	0.12676249446855
J4090	-0.15861131889754	-0.202525193920164	0.208627825060675
K4091	-0.179244548612364	0.124338019619017	0.196445374103999
K4092	-0.0102316577033273	-0.177207276988357	-0.0921993944781254
K4093	0.19316616021411	-0.0484514354409667	0.133575352488415
K4094	-0.00289015679572528	0.139152409042708	0.104244798390947
K4096	0.0508123268834773	-0.135430156836527	-0.109711862828617
K4097	-0.0462577220436754	0.0733912223229261	-0.304484140572318
K4098	-0.212701613901016	0.0348051248808165	0.0470494733640253
L4101	-0.175213419383629	0.111694232991311	-0.0484646366119668
L4103	-0.186724273120748	0.175684279729819	-0.156703174085615
L4105	0.167881643840804	-0.00774072322772103	0.223056316668775
L4106	0.016830634156474	-0.106516712453099	-0.156063358549461
L4107	-0.157108073644574	-0.110541512840598	-0.0872456014886526
L4108	-0.150994161523659	0.334511922625999	-0.0673151032779284
L4109	0.111614383961182	-0.0298216388703309	-0.153131193111127
L4110	0.0890016494663146	0.113141675901549	0.0572970395875173
M4111	0.0687311356371595	-0.0257375686613371	-0.00305767858597608
M4112	0.022551963149301	-0.0132331098567884	0.00238194533697182
M4113	0.157895657112713	-0.000414711608416492	0.0380247723194079
M4114	0.0785308118741282	0.0895996434313611	-0.0364673890562047
M4115	0.0578869317376507	-0.0607345806975524	-0.116468806121104
M4116	0.0114354576988652	-0.166801439045839	-0.0687318599316877
M4117	-0.063620516255309	-0.279843677958994	0.0135849485235743
M4118	0.0668028189205542	-0.0217900150070296	0.0817357516970447
M4119	0.042336659064982	-0.028342844390913	0.0521848358081354
N4121	0.0895291539188751	0.0410267253025378	-0.0145871900104814
N4122	-0.0227636829255503	0.0757703074208251	-0.289388486812671
N4123	-0.153692751459707	0.272051339282465	0.0703107033668196
N4124	0.100377429015054	-0.0364277855707379	-0.0717629715694698
N4126	0.176588202137128	-0.0393268373107601	0.106036747513683
N4127	0.145940772770296	-0.04933811073846	0.0519905509992294
N4128	0.0843327575538019	-0.0174110854974757	-0.154030543203536
N4129	0.0127486969192298	-0.16158172703101	-0.114273207517157
N4130	0.169700689840136	-0.0134046753750416	0.113618069527953
P4132	0.0725732181996587	-0.0239937763376058	-0.152196270476039
P4134	-0.0186460268914504	-0.016056346488549	-0.178873480827324
P4135	0.134424549632929	0.0552672390221328	0.0267585990246466
P4138	-0.111893572475728	0.0509153986402265	0.100728568419242
P4139	-0.132571113433043	0.160943181751386	0.0113004354299918
P4140	0.047478290632724	0.0248317550265207	0.123542461190117
Q4141	0.0515167061431193	-0.0859144288485699	0.186503347497677
Q4142	-0.126404832024953	0.0138257301562352	-0.0888200028528534
Q4143	0.0989866864323435	0.0109568783485901	-0.0106459795353386
Q4144	0.0577010802149075	-0.113470750823612	0.167727250472438
Q4145	-0.0395646095897388	0.107651497236187	0.0667840219659371
Q4146	0.138961802845693	-0.033731834211624	0.113616356415273
Q4147	-0.11666029032715	0.240682873249021	0.0263993225970039
Q4148	-0.109171274714258	0.0409753726555808	-0.0546432831077598
Q4149	-0.119118573958479	0.23772504293791	-0.0153272998880305
Q4150	0.0679207227522266	0.156143117890298	-0.0676398005999426
R4151	0.111286001909554	-0.0746590685876011	0.0900535729299806
R4152	-0.0168364088950027	-0.196829995315118	-0.211766466782393
R4153	0.146446940235267	0.0594782093815474	-0.150968396381747
R4154	0.0883631512848609	0.028105801330534	-0.0519289141079968
R4155	-0.0124211241900194	-0.00233734877665028	-0.271381451685223
R4156	0.059892826125386	0.133575793361259	-0.126812029156098
R4157	-0.0294831403478781	-0.0465038752085604	-0.212578317388036
R4158	-0.0884759092492744	0.223809465394528	-0.270389609402186
S4161	0.0204712421059196	-0.0729454786588416	-0.121881566436487
S4162	-0.0293713014428011	-0.0672868061859899	-0.220037288841989
S4165	0.153706252228548	0.0415228209166244	0.0110547563252809
S4166	0.0925283002683949	0.230104220624963	-0.0484115855976969
S4167	-0.0765180507451806	-0.1879817860786	-0.0336350093130397
S4168	0.125285569664095	-0.0471503030099178	0.0516469307124146
S4169	-0.0551142453017828	-0.255352495974582	-0.0518456408679884
S4170	-0.100690788898424	0.296018387857481	-0.073237475111236
T4171	-0.034037703445265	0.319757912503917	-0.192709042678661
T4172	0.0415448478447629	-0.0185549502648557	-0.213135306431211
T4173	-0.0300787483986783	0.330452849399027	-0.154444031537985
T4174	0.183051521621769	-0.0067163860962879	0.0101702240495073
T4175	-0.0441299671113118	0.314313835368049	-0.196038455459648
T4177	-0.183081583398776	0.260529263851339	-0.0599868215122619
T4178	0.0481202365265443	0.215893536937949	-0.000144850072201735
T4179	-0.0907355168224832	0.366247053370805	-0.0021143135652852
W4193	-0.0618352203626464	-0.135350126527565	-0.0800401205034465
W4194	0.0458262986334348	-0.0713914015167167	-0.0657932965703749
W4195	0.0279818272711611	-0.0531598269122102	0.194376418345985
W4196	-0.0386966802756938	0.253764542529484	-0.0374480055835409
W4197	-0.103968259990063	0.279953850987155	-0.0458970630547409
W4198	-0.17742563046878	-0.0629967754107353	0.109420230013425
W4199	-0.141902000900685	-0.281378560951806	0.104671375773188
W4200	0.149326413803188	-0.019668724816332	0.0158068130264718
X4203	0.181484220713963	0.0535219801489682	0.0433433432607506
X4204	-0.096815984190147	0.0195641566739645	0.00887361037672026
X4205	-0.00891974771553651	-0.249629872301079	-0.0834643888626123
X4206	0.0299179780150593	0.17214364809296	-0.0904336288658111
X4208	-0.0492719773081667	0.0681022482082958	-0.205747293098851
X4209	-0.116598976732591	-0.221610739818942	-0.0537994833050492
X4210	-0.0672190990474654	0.112146149000991	-0.0612668428872977
Y4211	-0.13555975263701	0.324170865374989	0.102315057961313
Y4212	-0.152008582028973	0.0123886858442528	-0.175563697616578
Y4213	-0.142763934597928	-0.151380821872248	-0.138014420903403
Y4214	-0.107211833788478	-0.118614746427692	-0.0783948960326473
Y4215	0.0406872554580784	0.19057412887298	-0.0189038369051354
Y4216	-0.0751753407824033	0.179476841964961	0.0102941087036369
