Axis	CAP1	CAP2	CAP3
A4001	-0.0147136888487117	-0.0177416765576412	0.172531664460616
A4002	-0.000613727856704534	-0.0285552215595294	0.139706458203478
A4003	-0.103025231456863	-0.257494162126754	-0.0230381597547604
A4005	-0.0669221924903896	-0.217639405720605	0.0363230229726822
A4006	-0.0985564538829394	-0.185710639829144	-0.00832907634795114
A4007	-0.0900589095058384	-0.286348073856562	-0.0763947606844025
A4008	0.0705271923855158	-0.126057521267046	0.29332805567413
A4009	-0.0767890590238318	-0.0270215256503016	-0.0957043713293104
A4010	0.0561494908391163	-0.0135551641471966	0.108357949234184
B4011	0.0755069938416691	-0.202802558352515	-0.100343009693515
B4012	-0.139911588701001	0.060348704705408	-0.122025284780086
B4013	-0.193447888888813	-0.216804565446057	-0.0159259037519479
B4014	0.0842155924042486	-0.146193743375727	0.0295727778037559
B4015	-0.0294831486460064	-0.246148235145167	0.0625662703168682
B4017	-0.0610964740234495	-0.0290299244855231	0.316996418456629
B4018	0.174848492718194	-0.054264984323393	0.120373800163222
B4019	0.156498009801575	-0.066475883150609	0.151088788671084
B4020	-0.190120465366084	0.0576437000828065	0.06225922334944
C4021	-0.0782952422230543	0.0734466563781291	0.222843656352796
C4022	-0.0732791520251553	0.0924241913533281	0.0821803703393901
C4024	-0.0157870756311052	-0.0687165021272153	-0.124721595503311
C4025	-0.13751493962498	-0.0687855760757841	-0.0883883310798764
C4026	-0.0469606295392118	-0.153708022764066	-0.0475395362870964
C4027	-0.173558861482408	-0.0295040205061614	0.0106218344496548
C4029	0.0472500340785334	-0.171113910233983	-0.167744564997806
C4030	-0.0350968392541744	-0.213301901721482	-0.0420057572950091
D4031	-0.0693378484137142	-0.0906961804368157	-0.0846068435138379
D4033	-0.140878867552595	-0.169774916836388	-0.0855745411334481
D4034	0.0893892268015341	-0.0320685602882865	0.117200707252681
D4035	0.0721652922362864	-0.207129464921336	-0.0449102878373919
D4036	0.201211450813162	0.0133150135104725	0.0294305217567972
D4037	0.107145505417623	-0.065117926086686	0.0062698982149666
D4039	0.0613565298210344	-0.135897679483642	-0.17284241766398
D4040	0.0443904734981888	-0.0647061957071373	0.091960044358794
E4041	0.151743739695953	0.00992731652830776	0.239050488603978
E4042	-0.0106821596866688	-0.0433845699635987	0.327321161483292
E4043	0.170398697900961	-0.0222699446483526	0.0658276452142089
E4044	0.0360047765767679	0.136279192471036	-0.00870731360664433
E4045	0.0866108811585727	-0.110662979306101	0.102510019650144
E4046	0.101078501042046	0.016156908232923	0.0355775535230842
E4047	0.117000314652076	-0.00670396254963073	0.0967524660377711
E4048	0.0990549502832836	-0.0508714746101947	0.367127062658676
E4050	0.0703627813956069	0.0369151570203106	0.198477054902829
F4054	-0.0472523905699075	0.190886573105112	0.111452955227942
F4055	0.0915435910662192	0.200331934063536	0.0960371616392268
F4056	0.11039803510011	-0.087517983736828	0.164118731440097
F4057	0.118975719173902	-0.00836805164312899	-0.0405448076091594
F4058	-0.0524916587913518	-0.108003636358372	0.0906846956208863
F4060	0.113535597242271	0.00824869693617352	0.130292774026939
G4061	0.0843105869810502	-0.0999672952976837	0.216089738429408
G4062	0.107579502601105	0.0138786746735255	0.14273441122222
G4063	0.0154921880731533	-0.129786192107431	0.148852283467533
G4065	-0.0819275066985884	0.0991928490759981	0.0225452419758197
G4066	0.0413400690891171	-0.125893070744335	-0.0130366106098152
G4068	-0.0250788363491846	0.0512888115031834	-0.195873970829406
G4069	-0.0393650766592807	0.221572123696411	-0.170722447518851
G4070	0.0469127657379765	-0.155385369608467	-0.114729914754347
H4071	-0.144521168496883	0.108202712501171	-0.0321499435331359
H4074	0.14075457753346	0.0742269903507537	0.0846242916672988
H4075	-0.130615297824467	-0.137755900939854	0.150467197115535
H4076	0.0965762750138627	0.115423787716952	0.0665816098201897
