Axis	CAP1	CAP2	CAP3
A4001	-0.0415318988934417	-0.112748618063269	0.113307891326761
A4002	0.113940415048843	-0.0963065585347211	0.00216497070909541
A4003	-0.0971287681914399	0.103761302271157	0.0482483162959894
A4005	-0.0108018129310452	0.0300824784223093	-0.19245700023482
A4006	-0.0943362452198289	0.137087727078794	-0.00479612489319032
A4007	-0.046817728802459	0.0495519816994511	-0.115297196511492
A4008	0.0391205534804122	-0.12282938705336	-0.396957836503887
A4009	-0.139204705089091	0.0343927303406164	-0.121990337522375
A4010	0.0780673184237741	-0.176606466485515	-0.216740883716213
B4011	-0.0412007890651386	0.12663590648799	-0.111992545614036
B4012	-0.0399026922325273	-0.0250049961032838	0.160673080436521
B4013	-0.229824661099821	0.0732937869927882	-0.0998445472413755
B4014	-0.128168709756375	0.0848541087117754	-0.117849326267774
B4015	-0.0789514279019468	0.089072389307281	-0.107521525974417
B4017	0.0886680994654335	-0.167222532155712	-0.165637130192622
B4018	0.144548177359537	-0.0473319198234169	-0.143793994118171
B4019	0.0319560228540302	-0.105047981533411	-0.0541566540165265
B4020	-0.174418920695403	-0.204650371708348	0.0836518448149494
C4021	-0.0729697722447785	-0.13089118889316	0.202818373214385
C4022	0.00817143571051989	-0.164968393423535	0.0394867995019308
C4024	-0.116196064430605	0.112728203420554	0.114854789955458
C4025	-0.043421846075276	-0.0879100915270229	0.0803584556069845
C4026	-0.213645630602238	-0.0884648562114849	0.0116067969226451
C4027	-0.109589572002607	-0.0991159082870662	0.0435254350294195
C4029	-0.0831137872674485	0.151707592896679	0.034783591264229
C4030	-0.109196107162877	0.121132082631434	-0.174607787237661
D4031	-0.0799948926566875	0.0693919671069617	-0.220900057161705
D4033	-0.228486071649298	0.164954196512926	-0.160879895445504
D4034	0.103509475522606	-0.0035839417188813	-0.177163214328948
D4035	0.0137741598179083	0.104070620336947	-0.0833321057030427
D4036	0.111101106740071	0.0817366308528288	0.106720915975131
D4037	0.21270256584359	-0.0357036237849881	-0.131982166438222
D4039	0.197625590485285	0.141019551638251	-0.0291626816655965
D4040	-0.0120540546373306	-0.0214473050025276	0.110026613962209
E4041	0.0536319543810351	-0.117102379171966	-0.201605516385158
E4042	0.0325825965644157	-0.1453873572926	-0.154284178543789
E4043	0.226004983859051	-0.00450842184653201	-0.118579737891831
E4044	0.0849896656652607	-0.0914073079791683	-0.0862749704544871
E4045	0.189683182753321	-0.0244990328821805	-0.0983545096663212
E4046	0.10316565579982	-0.0792512204137429	0.0312447276425628
E4047	0.152194359789016	-0.056304833446944	-0.0252180286942913
E4048	0.0693422069556081	-0.159296031010679	-0.102522614573263
E4050	0.152852757441416	-0.106446743622554	-0.0399143591923693
F4054	0.0218257383199018	-0.111546274761887	-0.000632233123194787
F4055	0.0424539612749488	-0.18366612546366	-0.153939570771699
F4056	0.23890408255082	0.0377799202075056	-0.183458095553629
F4057	0.167184569693123	0.0358630620286327	-0.0398079576548213
F4058	-0.17404403747804	0.00255494514962219	-0.0615280950317584
F4060	-0.00914107467020373	-0.0480489949862647	0.00373447721079832
G4061	0.0647394643174596	-0.0179241975507475	-0.137013254049352
G4062	-0.000512080511836472	-0.00667500831924898	0.11222506814218
G4063	0.0703223567071128	0.0738298947706011	-0.112445011846206
G4065	-0.104891525683276	0.10011438491889	-0.0969098059155293
G4066	0.20049019101938	0.0354663489234011	-0.0946227549517788
G4068	-0.030210875670544	0.163699942490536	0.00534351453283866
G4069	-0.023835775402985	0.0962371403937643	-0.0918607070739092
G4070	0.124564763835831	0.122647725904504	0.0512064727000773
H4071	-0.198510724702582	-0.0656704759764224	0.0575208473731983
H4074	0.11314299647198	-0.129273324026871	-0.0216175936656454
H4075	0.0340868178575502	-0.213939193516441	0.184897383716929
H4076	0.0380334814454892	0.112804768671427	0.0598539154376903
H4077	-0.134437891749847	0.0845833487560477	0.00153981451505545
H4079	0.11635918312738	-0.0855152741558861	-0.116207616719896
H4080	0.191098844529482	-0.0490994996220988	-0.101177993309746
J4083	-0.114895821208282	-0.210605194289716	0.0509204304133477
J4085	-0.0783939866080799	-0.099250769742533	0.0352918904364037
J4086	-0.051581415425501	-0.0990544164891014	0.0337264450227761
J4087	-0.013009433439097	0.0378558646151425	0.116026619262526
J4088	0.142403776102968	-0.170256596258403	-0.133434432289409
J4089	0.0667506515689539	-0.16322603416674	0.0342837894535289
J4090	-0.0505133658485049	0.00461296311151316	-0.25386489077922
K4091	-0.126919222870693	-0.232347809549197	0.171765780804471
K4092	-0.133050257575322	0.17831152563706	-0.159549322050864
K4093	0.13717603369317	0.0634166710608491	0.0449576460724096
K4094	-0.115391117729295	-0.133592305748811	0.111509726485682
K4096	-0.076876493603633	0.142374902062402	0.133775765496022
K4097	-0.107984889736117	0.111062369551132	0.256034724116901
K4098	-0.117913360458059	-0.140733426996339	0.0406131886425098
L4101	-0.140258681968783	-0.141426476849527	0.181693415981296
L4103	-0.148957369014903	-0.0757318285909814	0.178814879612977
L4105	0.0325657499716698	0.0873344998152837	0.137267135298979
L4106	-0.0125920937528978	0.223095776150204	0.0663371710404916
L4107	-0.110295338526754	0.0328228650804657	-0.0936118953625225
L4108	-0.133657636846672	-0.1350930295305	0.179093163951959
L4109	0.034658152916459	0.0966750308506793	-0.0119800054087009
L4110	0.152994215889166	-0.143060191766577	-0.0933651208889418
M4111	0.002305642745039	0.210366962616511	0.149736362523549
M4112	-0.00774672828350232	-0.0226507641942378	-0.0692781716811428
M4113	0.163633546123539	0.00589404125243125	-0.0810396084414904
M4114	0.202350385561013	-0.0322865623678115	-0.088163854229996
