Axis	CAP1	CAP2	CAP3
M4115	0.0407666860076452	0.22270842590493	0.0895740365036293
M4116	-0.00528336646102343	0.0884400103904714	0.0869920692084664
M4117	-0.0823168103907211	-0.0183063796457828	-0.104391542511227
M4118	-0.000779039643389529	0.0389976662400221	0.0542125831521779
M4119	-0.0483433407511115	0.0262642622581748	0.00310575333442823
N4121	0.223642895195798	0.0147698251330134	-0.105478474225394
N4122	0.02836576232999	0.0925744713839132	0.237252269710074
N4123	-0.167726651346631	-0.231196859631427	0.133877664810993
N4124	0.0687630533278349	0.120644802319505	0.137798854509472
N4126	0.0716663499772335	0.104822585919983	-0.0412129002041143
N4127	0.102413738555789	0.000879995537638326	-0.0137489904105085
N4128	-0.0846489981249271	0.108900256458394	0.171609515469389
N4129	-0.139648741587826	0.229258887100066	-0.0853799789569879
N4130	0.220700395779615	0.00648776929310696	-0.0692798087516491
P4132	-0.0107797116360292	0.0624550620562083	0.191248944647556
P4134	-0.123230145998039	0.16363337682801	0.123159012856489
P4135	0.165455441749947	-0.0582977262663728	0.0120568926600097
P4138	-0.203134420675027	-0.116370557458473	-0.134751408353798
P4139	-0.135845500052392	-0.183353181860164	-0.115651662850962
P4140	-0.0812946933850704	-0.152448251411218	-0.163961945046025
Q4141	-0.00945321649557088	0.134862254188226	-0.0843522496326683
Q4142	-0.0362140558281725	0.083681847344586	-0.0167874770233266
Q4143	0.0336862390933364	0.0422549643000911	-0.0239539575270229
Q4144	0.0098246041610567	-0.0915494527774722	-0.0201790745553037
Q4145	-0.000653409031344788	-0.204567844695941	-0.148233065638688
Q4146	0.128708841332729	-0.0758670899234056	-0.0860322199350446
Q4147	-0.127011725449546	-0.274347792867238	-0.0715027152994892
Q4148	-0.00927825001556297	-0.201515729557433	-0.0658282673484897
Q4149	0.046020168158375	-0.147552533920617	0.0343252711098811
Q4150	0.0995593743064911	-0.0502486304386779	0.0432334235569137
R4151	-0.0336373207293912	0.131576448309189	0.197482287249638
R4152	0.0551949671542623	0.0718875302129641	0.100072296917081
R4153	0.00955191164932259	0.155932051938735	0.118157869695893
R4154	-0.0315554870770957	0.0117307700678612	0.0587698700253489
R4155	-0.109655990624599	0.145112976064741	0.16572316000193
R4156	0.0258174031534856	0.155838640712855	0.128143508870682
R4157	-0.100566759218169	0.19517684957612	0.16885968011148
R4158	-0.10298241286714	0.110915760740156	0.173771583150038
S4161	0.0702717477610226	0.17602258071398	-0.0563843911893954
S4162	0.0480029327095272	0.116594262097134	0.112559457295501
S4165	0.185794801267191	0.0370805607200251	0.00226695500344746
S4166	0.107563607247773	-0.0323493827854718	0.14829446272945
S4167	0.0512846351788795	-0.00955858237697205	-0.00517053089709028
S4168	0.132012556291165	0.128418892936327	0.0752371613024418
S4169	-0.105934355432353	0.225640503509411	-0.126317752670392
S4170	-0.151929100326821	-0.0745746925922064	0.160803888323054
T4171	0.114368296760608	-0.00512156115641058	0.0855898326286558
T4172	0.161537049398183	0.120609150795437	0.0194347743510927
T4173	0.0118141882290153	-0.0451769420842972	0.0853923921477962
T4174	-0.0599200753213054	0.139952987477458	0.222697861701464
T4175	-0.0598941891124405	-0.0248068500380509	0.305687297286465
T4177	-0.161741254249553	-0.205653931631589	0.176436842618129
T4178	0.0681250687730962	-0.11694941406111	0.172862504742052
T4179	0.0246810037061089	-0.240734104774889	0.188560263267103
W4193	-0.112869532357968	0.121034597897465	-0.0167207975304855
W4194	-0.0652633743657355	0.217652121007538	-0.00560701786329528
W4195	0.166044873109978	-0.1206102280839	-0.164607131904144
W4196	0.201266639985595	-0.125299678431539	-0.0786280260652268
W4197	0.0522896886674272	-0.0375124510986851	-0.0605025467249153
W4198	-0.200788013065715	0.14515853303408	-0.220976092343971
W4199	-0.110035713040872	0.119996750714945	-0.0727476779053108
W4200	0.199178944362258	-0.0204706565576437	0.0241232868352525
X4203	0.208195540435476	0.0374354343402964	-0.0360695673053487
X4204	0.0448471436880581	-0.0865266355832035	0.141226243994986
X4205	-0.00801811936232323	-0.0752750138511732	0.0890269978281606
X4206	0.0505771220010851	-0.0477292978112566	0.211229056758158
X4208	-0.0308751892322285	0.104702146570273	0.111472742847758
X4209	-0.195200696607828	0.115926811835193	-0.160917531848796
X4210	0.103116583376367	-0.0106140460084473	-0.0508837801879494
Y4211	-0.0176532118493915	-0.204420290454826	0.224611266208127
Y4212	-0.147594510303571	0.165507323997294	-0.109433624862913
Y4213	-0.205261103939941	0.158155581333592	-0.169048979628521
Y4214	-0.235635438157653	0.101132185492539	-0.0100919804334341
Y4215	0.15162146507081	-0.0398320561647432	-0.089484241568825
Y4216	-0.129177328148368	0.0278429634174111	0.0650602598657181
