Genus	CAP1	CAP2	tiller	height	wetWeight	Subspecies
Q4144	0.0098246041610567	-0.0915494527774722	31.3333333333333	61.3333333333333	76.5666666666667	IND
Q4145	-0.000653409031344788	-0.204567844695941	36.3333333333333	76	155.333333333333	IND
Q4146	0.128708841332729	-0.0758670899234056	27.3333333333333	62	74.63	IND
Q4147	-0.127011725449546	-0.274347792867238	27	73	129.23	TEJ
Q4148	-0.00927825001556297	-0.201515729557433	23.6666666666667	75.6666666666667	102.31	TEJ
Q4149	0.046020168158375	-0.147552533920617	26	90.3333333333333	129.503333333333	TEJ
Q4150	0.0995593743064911	-0.0502486304386779	44	101.666666666667	173.923333333333	AUS
R4151	-0.0336373207293912	0.131576448309189	25.3333333333333	89.6666666666667	90.4766666666667	AUS
R4152	0.0551949671542623	0.0718875302129641	23	78.6666666666667	77.83	AUS
R4153	0.00955191164932259	0.155932051938735	23	86	73.5	AUS
R4154	-0.0315554870770957	0.0117307700678612	37.6666666666667	63	75.5633333333333	IND
R4155	-0.109655990624599	0.145112976064741	27	102	176.236666666667	AUS
R4156	0.0258174031534856	0.155838640712855	33.3333333333333	77.3333333333333	122.063333333333	AUS
R4157	-0.100566759218169	0.19517684957612	28.3333333333333	79.6666666666667	90.9833333333333	AUS
R4158	-0.10298241286714	0.110915760740156	28.3333333333333	100	180.19	AUS
S4161	0.0702717477610226	0.17602258071398	30.3333333333333	69.3333333333333	62.31	AUS
S4162	0.0480029327095272	0.116594262097134	39.6666666666667	72.3333333333333	113.706666666667	AUS
S4165	0.185794801267191	0.0370805607200251	28	78.3333333333333	104.8	IND
S4166	0.107563607247773	-0.0323493827854718	39.6666666666667	113.666666666667	234.733333333333	AUS
S4167	0.0512846351788795	-0.00955858237697205	16	92.3333333333333	66.57	TEJ
S4168	0.132012556291165	0.128418892936327	32.6666666666667	87	132.086666666667	IND
S4169	-0.105934355432353	0.225640503509411	27	75.3333333333333	79.8166666666667	TRJ
S4170	-0.151929100326821	-0.0745746925922064	31	95.6666666666667	158.953333333333	TRJ
T4171	0.114368296760608	-0.00512156115641058	41.3333333333333	97.3333333333333	182.446666666667	AUS
T4172	0.161537049398183	0.120609150795437	19.6666666666667	84	87.74	AUS
T4173	0.0118141882290153	-0.0451769420842972	29	104.333333333333	163.22	AUS
T4174	-0.0599200753213054	0.139952987477458	30.3333333333333	92.6666666666667	152.453333333333	AUS
T4175	-0.0598941891124405	-0.0248068500380509	29	103.333333333333	150.533333333333	AUS
T4177	-0.161741254249553	-0.205653931631589	22.6666666666667	98	181.46	TEJ
T4178	0.0681250687730962	-0.11694941406111	33	107	184.576666666667	AUS
T4179	0.0246810037061089	-0.240734104774889	25.6666666666667	88	128.64	TEJ
W4193	-0.112869532357968	0.121034597897465	23.3333333333333	72.6666666666667	78.36	TRJ
W4194	-0.0652633743657355	0.217652121007538	23.6666666666667	79.3333333333333	104.713333333333	IND
W4195	0.166044873109978	-0.1206102280839	27.3333333333333	93.3333333333333	149.683333333333	IND
W4196	0.201266639985595	-0.125299678431539	22.6666666666667	88.6666666666667	138.326666666667	IND
W4197	0.0522896886674272	-0.0375124510986851	17	97.6666666666667	123.333333333333	IND
W4198	-0.200788013065715	0.14515853303408	18.6666666666667	77	77.92	TRJ
W4199	-0.110035713040872	0.119996750714945	27.6666666666667	84.6666666666667	133.076666666667	TRJ
W4200	0.199178944362258	-0.0204706565576437	39.3333333333333	78.3333333333333	92.54	IND
X4203	0.208195540435476	0.0374354343402964	36	74.3333333333333	101.526666666667	IND
X4204	0.0448471436880581	-0.0865266355832035	47.6666666666667	85	209.886666666667	IND
X4205	-0.00801811936232323	-0.0752750138511732	14.6666666666667	85	57.94	IND
X4206	0.0505771220010851	-0.0477292978112566	20	105.666666666667	158.186666666667	AUS
X4208	-0.0308751892322285	0.104702146570273	29.6666666666667	93.3333333333333	119.056666666667	AUS
X4209	-0.195200696607828	0.115926811835193	17.3333333333333	78	64.2333333333333	TRJ
X4210	0.103116583376367	-0.0106140460084473	42.6666666666667	79.3333333333333	178.226666666667	IND
Y4211	-0.0176532118493915	-0.204420290454826	14	105.666666666667	142.576666666667	TEJ
Y4212	-0.147594510303571	0.165507323997294	24	53.6666666666667	73.2966666666667	TRJ
Y4213	-0.205261103939941	0.158155581333592	22.6666666666667	66.3333333333333	87.4966666666667	TRJ
Y4214	-0.235635438157653	0.101132185492539	20	62	115.1	TRJ
Y4215	0.15162146507081	-0.0398320561647432	35.6666666666667	54	81.0633333333333	IND
Y4216	-0.129177328148368	0.0278429634174111	34.3333333333333	73	136.01	TEJ
