Genus	CAP1	CAP2	tiller	height	wetWeight	Subspecies
A4001	-0.0147136888487117	-0.0177416765576412	14.3333333333333	69.6666666666667	50.2033333333333	TRJ
A4002	-0.000613727856704534	-0.0285552215595294	10	56	42.2	IND
A4003	-0.103025231456863	-0.257494162126754	11	65.3333333333333	31.8966666666667	TRJ
A4005	-0.0669221924903896	-0.217639405720605	10.6666666666667	66.3333333333333	29.9566666666667	TRJ
A4006	-0.0985564538829394	-0.185710639829144	9.33333333333333	44.6666666666667	18.9633333333333	TRJ
A4007	-0.0900589095058384	-0.286348073856562	9.33333333333333	61	21.2366666666667	TRJ
A4008	0.0705271923855158	-0.126057521267046	16.6666666666667	63	51.1233333333333	TRJ
A4009	-0.0767890590238318	-0.0270215256503016	12	67.6666666666667	33.81	TRJ
A4010	0.0561494908391163	-0.0135551641471966	19	63.3333333333333	48.13	IND
B4011	0.0755069938416691	-0.202802558352515	8.66666666666667	71	34	TRJ
B4012	-0.139911588701001	0.060348704705408	13	56.3333333333333	26.9266666666667	TEJ
B4013	-0.193447888888813	-0.216804565446057	11	66	34.51	TRJ
B4014	0.0842155924042486	-0.146193743375727	9.33333333333333	55.6666666666667	19.7733333333333	IND
B4015	-0.0294831486460064	-0.246148235145167	14.6666666666667	55.6666666666667	20.7666666666667	TRJ
B4017	-0.0610964740234495	-0.0290299244855231	9.33333333333333	89.3333333333333	53.3933333333333	TEJ
B4018	0.174848492718194	-0.054264984323393	17.3333333333333	68.6666666666667	35.8	IND
B4019	0.156498009801575	-0.066475883150609	12	56	22.3466666666667	IND
B4020	-0.190120465366084	0.0576437000828065	10.6666666666667	82	50.0366666666667	TEJ
C4021	-0.0782952422230543	0.0734466563781291	6.66666666666667	92.3333333333333	57.21	TEJ
C4022	-0.0732791520251553	0.0924241913533281	8.66666666666667	66.6666666666667	46.7166666666667	TEJ
C4024	-0.0157870756311052	-0.0687165021272153	18.6666666666667	69.3333333333333	62.3233333333333	AUS
C4025	-0.13751493962498	-0.0687855760757841	17.3333333333333	56.3333333333333	36.81	TEJ
C4026	-0.0469606295392118	-0.153708022764066	12	50.3333333333333	17.3033333333333	TRJ
C4027	-0.173558861482408	-0.0295040205061614	9.33333333333333	87.6666666666667	45.6766666666667	TEJ
C4029	0.0472500340785334	-0.171113910233983	14.6666666666667	57	23.6633333333333	AUS
C4030	-0.0350968392541744	-0.213301901721482	7.33333333333333	69	25.1366666666667	TRJ
D4031	-0.0693378484137142	-0.0906961804368157	12.3333333333333	69.6666666666667	29.16	TRJ
D4033	-0.140878867552595	-0.169774916836388	8.66666666666667	70.6666666666667	22.91	TRJ
D4034	0.0893892268015341	-0.0320685602882865	22	48.6666666666667	32.5033333333333	IND
D4035	0.0721652922362864	-0.207129464921336	13.6666666666667	54.6666666666667	26.28	TRJ
D4036	0.201211450813162	0.0133150135104725	20.3333333333333	54.3333333333333	27.0166666666667	AUS
D4037	0.107145505417623	-0.065117926086686	15.6666666666667	66.6666666666667	34.8733333333333	IND
