ID	A4003	A4005	A4006	A4007	A4009	B4011	B4012	B4013	B4014	B4015	B4018	B4019	C4024	C4025	C4026	C4029	C4030	D4031	D4033	D4034	D4035	D4036	D4037	D4039	E4043	E4045	F4056	G4062	G4063	G4066	G4070	H4075	H4076	H4077	H4080	K4092	K4093	K4094	K4096	L4105	L4106	M4111	M4112	M4113	M4114	M4115	M4116	M4117	M4118	M4119	N4121	N4122	N4124	N4126	N4127	N4128	N4129	N4130	P4132	P4134	P4135	Q4141	S4168	S4169	T4172	T4174	W4193	W4194	W4200	X4203	X4205	X4208	X4209	Y4212	Y4213	Y4214	Y4215	D4040	F4057	J4087	Q4142	Q4143	Q4144	Q4146	R4151	R4152	R4153	R4154	R4156	R4157	B4017	E4041	E4042	E4046	E4047	E4048	E4050	S4161	S4162	S4165	S4167	F4054	F4055	F4060	J4086	H4074	H4071	J4083	J4085	J4088	J4089	J4090	K4091	K4098	N4123	P4138	P4139	P4140	Q4145	Q4147	Q4148	Q4149	Q4150	S4170	T4171	T4173	T4175	G4061	T4177	T4178	T4179	W4195	W4196	W4197	W4198	W4199	X4204	Y4211	A4001	A4002	A4008	A4010	B4020	C4021	C4022	C4027	E4044	F4058	G4065	G4068	G4069	H4079	K4097	L4101	L4103	L4107	L4108	L4109	L4110	R4155	R4158	S4166	X4206	X4210	Y4216
A4003	0	0.440110759494	0.213449367089	0.311313291139	0.288370253165	0.335759493671	0.247784810127	0.381170886076	0.303955696203	0.339477848101	0.468037974684	0.367958860759	0.263370253165	0.296756329114	0.382041139241	0.29960443038	0.406724683544	0.392009493671	0.290585443038	0.391693037975	0.393196202532	0.331566455696	0.412658227848	0.487025316456	0.476265822785	0.435759493671	0.494699367089	0.26542721519	0.380933544304	0.414952531646	0.344382911392	0.375791139241	0.267167721519	0.304351265823	0.416772151899	0.32792721519	0.342405063291	0.385601265823	0.241772151899	0.328560126582	0.311867088608	0.303481012658	0.375791139241	0.412262658228	0.413212025316	0.30292721519	0.35292721519	0.382436708861	0.296756329114	0.243591772152	0.507357594937	0.264082278481	0.374446202532	0.331170886076	0.355617088608	0.287341772152	0.320094936709	0.432120253165	0.365189873418	0.231566455696	0.369699367089	0.397151898734	0.369382911392	0.338449367089	0.404984177215	0.305775316456	0.334810126582	0.320490506329	0.394699367089	0.409256329114	0.309493670886	0.341693037975	0.368275316456	0.296756329114	0.300316455696	0.326977848101	0.375	0.271360759494	0.418512658228	0.268433544304	0.335443037975	0.308465189873	0.319620253165	0.414556962025	0.285838607595	0.378797468354	0.29121835443	0.272705696203	0.34960443038	0.293987341772	0.488132911392	0.504113924051	0.437341772152	0.456882911392	0.395490506329	0.545569620253	0.418829113924	0.451424050633	0.351265822785	0.419066455696	0.33378164557	0.400949367089	0.430775316456	0.420094936709	0.407041139241	0.453560126582	0.325	0.348813291139	0.364636075949	0.506962025316	0.354509493671	0.594382911392	0.354825949367	0.385680379747	0.443037974684	0.420253164557	0.426740506329	0.471835443038	0.424287974684	0.414319620253	0.412737341772	0.381012658228	0.560759493671	0.297705696203	0.421360759494	0.524208860759	0.312579113924	0.479984177215	0.34414556962	0.416455696203	0.336471518987	0.535363924051	0.448971518987	0.372151898734	0.439240506329	0.363053797468	0.366930379747	0.319462025316	0.364477848101	0.367484177215	0.634651898734	0.564636075949	0.342800632911	0.296518987342	0.368117088608	0.282357594937	0.390268987342	0.340110759494	0.387816455696	0.423734177215	0.435443037975	0.426503164557	0.281882911392	0.311708860759	0.281803797468	0.349129746835	0.384256329114	0.381487341772	0.460126582278	0.271202531646	0.251344936709	0.426898734177	0.319620253165	0.385522151899	0.316376582278
A4005	0.440110759494	0	0.379905063291	0.337341772152	0.405617088608	0.374367088608	0.428401898734	0.540585443038	0.475158227848	0.366851265823	0.345332278481	0.368117088608	0.392325949367	0.379509493671	0.492800632911	0.378955696203	0.37460443038	0.338212025316	0.471044303797	0.322705696203	0.366613924051	0.39746835443	0.404746835443	0.408386075949	0.415585443038	0.396993670886	0.41503164557	0.451977848101	0.359414556962	0.432357594937	0.475316455696	0.473655063291	0.457832278481	0.408860759494	0.410601265823	0.385996835443	0.388607594937	0.44003164557	0.434651898734	0.407990506329	0.377136075949	0.42460443038	0.34375	0.347943037975	0.402768987342	0.46914556962	0.450632911392	0.414794303797	0.414556962025	0.413370253165	0.418908227848	0.449287974684	0.39042721519	0.348734177215	0.414319620253	0.397151898734	0.405617088608	0.410601265823	0.397151898734	0.461787974684	0.467167721519	0.479746835443	0.434256329114	0.425712025316	0.437579113924	0.471360759494	0.405458860759	0.442325949367	0.45	0.42207278481	0.455379746835	0.407278481013	0.523338607595	0.452848101266	0.500870253165	0.531329113924	0.437816455696	0.453006329114	0.47207278481	0.463528481013	0.428243670886	0.421518987342	0.418591772152	0.381882911392	0.429193037975	0.428243670886	0.444066455696	0.40292721519	0.453243670886	0.478164556962	0.325949367089	0.392167721519	0.355142405063	0.368433544304	0.407120253165	0.437341772152	0.421598101266	0.358386075949	0.408386075949	0.497310126582	0.360838607595	0.363924050633	0.337025316456	0.397389240506	0.381962025316	0.390189873418	0.505537974684	0.404113924051	0.380617088608	0.376661392405	0.351977848101	0.477848101266	0.389715189873	0.434335443038	0.493275316456	0.506329113924	0.487737341772	0.45996835443	0.386946202532	0.417721518987	0.354905063291	0.398575949367	0.441455696203	0.478955696203	0.40957278481	0.405142405063	0.441772151899	0.414477848101	0.463924050633	0.451265822785	0.426898734177	0.409889240506	0.413291139241	0.347389240506	0.524287974684	0.41289556962	0.409889240506	0.457753164557	0.401898734177	0.435601265823	0.479034810127	0.413686708861	0.420806962025	0.414161392405	0.386234177215	0.395886075949	0.358148734177	0.425	0.458544303797	0.401898734177	0.385996835443	0.370965189873	0.451028481013	0.465664556962	0.449367088608	0.363607594937	0.499525316456	0.35957278481	0.379113924051	0.426344936709	0.431091772152	0.420490506329	0.380300632911	0.356487341772	0.385205696203
A4006	0.213449367089	0.379905063291	0	0.274841772152	0.249129746835	0.277452531646	0.273180379747	0.381882911392	0.264794303797	0.289636075949	0.410680379747	0.300474683544	0.250949367089	0.25917721519	0.397784810127	0.240585443038	0.330933544304	0.327610759494	0.284414556962	0.338212025316	0.323496835443	0.306724683544	0.401977848101	0.44667721519	0.460205696203	0.401819620253	0.45253164557	0.2625	0.34003164557	0.39003164557	0.326028481013	0.400079113924	0.274446202532	0.320569620253	0.393433544304	0.265901898734	0.327136075949	0.358465189873	0.258860759494	0.33164556962	0.279509493671	0.291851265823	0.303401898734	0.359256329114	0.384651898734	0.319857594937	0.318591772152	0.344778481013	0.271044303797	0.239794303797	0.468908227848	0.274762658228	0.329984177215	0.281408227848	0.317484177215	0.273101265823	0.279509493671	0.400712025316	0.330300632911	0.249367088608	0.378797468354	0.384098101266	0.352136075949	0.316139240506	0.375553797468	0.329113924051	0.328243670886	0.278164556962	0.406408227848	0.386471518987	0.301028481013	0.320648734177	0.348734177215	0.248496835443	0.310996835443	0.34414556962	0.366693037975	0.286787974684	0.403639240506	0.28085443038	0.304113924051	0.304905063291	0.297151898734	0.383860759494	0.275	0.340189873418	0.270015822785	0.250079113924	0.347151898734	0.280221518987	0.430142405063	0.476424050633	0.392958860759	0.420648734177	0.406566455696	0.499841772152	0.403401898734	0.374367088608	0.31875	0.406803797468	0.299050632911	0.385996835443	0.388212025316	0.396598101266	0.384493670886	0.431012658228	0.328401898734	0.316297468354	0.332674050633	0.459018987342	0.323417721519	0.531882911392	0.343987341772	0.361313291139	0.467405063291	0.418987341772	0.378797468354	0.452373417722	0.372784810127	0.383939873418	0.348338607595	0.345174050633	0.53125	0.299208860759	0.39667721519	0.498338607595	0.315743670886	0.423971518987	0.353401898734	0.417405063291	0.351344936709	0.485917721519	0.420886075949	0.357436708861	0.423338607595	0.331724683544	0.366297468354	0.332674050633	0.368908227848	0.362974683544	0.57460443038	0.516693037975	0.32460443038	0.277689873418	0.345174050633	0.245569620253	0.370886075949	0.33125	0.343670886076	0.359651898734	0.404905063291	0.374920886076	0.290901898734	0.30878164557	0.292879746835	0.312816455696	0.396914556962	0.343037974684	0.42246835443	0.234731012658	0.232436708861	0.434651898734	0.308148734177	0.352610759494	0.295490506329
A4007	0.311313291139	0.337341772152	0.274841772152	0	0.328955696203	0.270886075949	0.302056962025	0.419382911392	0.35625	0.256724683544	0.363528481013	0.26503164557	0.343275316456	0.259098101266	0.399446202532	0.288607594937	0.320727848101	0.371835443038	0.335759493671	0.310443037975	0.312816455696	0.314794303797	0.388528481013	0.440189873418	0.426107594937	0.397626582278	0.43085443038	0.314556962025	0.298892405063	0.384256329114	0.418670886076	0.384810126582	0.350316455696	0.292246835443	0.378639240506	0.336075949367	0.333702531646	0.339636075949	0.303560126582	0.336629746835	0.295648734177	0.268196202532	0.285443037975	0.33125	0.366455696203	0.36503164557	0.326977848101	0.34335443038	0.296756329114	0.284810126582	0.436155063291	0.304272151899	0.339398734177	0.270094936709	0.373101265823	0.31503164557	0.295490506329	0.399129746835	0.379113924051	0.332911392405	0.379667721519	0.361234177215	0.345727848101	0.389240506329	0.372151898734	0.339477848101	0.314398734177	0.302373417722	0.401582278481	0.382515822785	0.314003164557	0.313370253165	0.414952531646	0.33378164557	0.374287974684	0.421360759494	0.34746835443	0.311867088608	0.398259493671	0.322784810127	0.334810126582	0.283148734177	0.288212025316	0.346360759494	0.297863924051	0.339082278481	0.299287974684	0.272547468354	0.345806962025	0.328639240506	0.381566455696	0.397705696203	0.345806962025	0.388053797468	0.369224683544	0.439556962025	0.368037974684	0.360759493671	0.334731012658	0.418829113924	0.302136075949	0.311075949367	0.341060126582	0.354034810127	0.339161392405	0.37460443038	0.416534810127	0.360126582278	0.307990506329	0.410284810127	0.296518987342	0.486787974684	0.321439873418	0.389082278481	0.433148734177	0.417879746835	0.40292721519	0.415585443038	0.316534810127	0.359018987342	0.34414556962	0.339319620253	0.476344936709	0.358544303797	0.373734177215	0.46621835443	0.316930379747	0.381566455696	0.344541139241	0.395490506329	0.326424050633	0.4125	0.404746835443	0.320094936709	0.386471518987	0.34667721519	0.361392405063	0.319857594937	0.34628164557	0.345094936709	0.526898734177	0.482911392405	0.326740506329	0.326977848101	0.316613924051	0.315981012658	0.34375	0.338053797468	0.338449367089	0.364082278481	0.371518987342	0.321598101266	0.328560126582	0.355142405063	0.330142405063	0.328243670886	0.456882911392	0.320965189873	0.391060126582	0.315506329114	0.323022151899	0.391693037975	0.303797468354	0.31875	0.307120253165
A4009	0.288370253165	0.405617088608	0.249129746835	0.328955696203	0	0.336075949367	0.332832278481	0.374920886076	0.24628164557	0.314636075949	0.438132911392	0.327768987342	0.260996835443	0.29414556962	0.383860759494	0.292325949367	0.343829113924	0.331566455696	0.275474683544	0.382674050633	0.374920886076	0.361471518987	0.446756329114	0.512737341772	0.492642405063	0.442325949367	0.507199367089	0.315585443038	0.398022151899	0.435838607595	0.389082278481	0.406012658228	0.316139240506	0.348101265823	0.417721518987	0.242800632911	0.38496835443	0.368908227848	0.298734177215	0.38085443038	0.334651898734	0.358069620253	0.329193037975	0.410284810127	0.426344936709	0.369382911392	0.34042721519	0.326819620253	0.320411392405	0.262816455696	0.494462025316	0.333306962025	0.382753164557	0.338528481013	0.335601265823	0.301424050633	0.326028481013	0.458465189873	0.34414556962	0.280142405063	0.419462025316	0.421044303797	0.410680379747	0.299208860759	0.43125	0.38457278481	0.389003164557	0.337183544304	0.448338607595	0.434414556962	0.329509493671	0.363449367089	0.273971518987	0.275632911392	0.266455696203	0.33710443038	0.386629746835	0.295569620253	0.441297468354	0.306566455696	0.333860759494	0.349525316456	0.294224683544	0.403639240506	0.312974683544	0.400791139241	0.339003164557	0.301028481013	0.406487341772	0.331803797468	0.437658227848	0.487262658228	0.41582278481	0.398101265823	0.427689873418	0.483306962025	0.439636075949	0.44003164557	0.360917721519	0.455617088608	0.341772151899	0.399050632911	0.372705696203	0.423655063291	0.361946202532	0.430221518987	0.26503164557	0.307357594937	0.352452531646	0.446360759494	0.367958860759	0.55664556962	0.320490506329	0.354746835443	0.438607594937	0.370174050633	0.375079113924	0.44042721519	0.348259493671	0.332278481013	0.356803797468	0.360363924051	0.522547468354	0.330617088608	0.417879746835	0.491376582278	0.349129746835	0.454905063291	0.359651898734	0.425791139241	0.361550632911	0.498417721519	0.472151898734	0.390901898734	0.431803797468	0.35253164557	0.380379746835	0.375079113924	0.373101265823	0.395806962025	0.521123417722	0.465664556962	0.296360759494	0.30996835443	0.337025316456	0.263449367089	0.3625	0.351265822785	0.394462025316	0.391851265823	0.420253164557	0.397863924051	0.340506329114	0.329984177215	0.300237341772	0.292088607595	0.414398734177	0.364794303797	0.449050632911	0.281487341772	0.299050632911	0.438607594937	0.344382911392	0.390585443038	0.323575949367
B4011	0.335759493671	0.374367088608	0.277452531646	0.270886075949	0.336075949367	0	0.316376582278	0.451186708861	0.31875	0.276344936709	0.400237341772	0.285047468354	0.352848101266	0.288686708861	0.43710443038	0.315981012658	0.336155063291	0.346439873418	0.370727848101	0.302848101266	0.289636075949	0.314240506329	0.370490506329	0.402215189873	0.434335443038	0.40371835443	0.40664556962	0.362579113924	0.314161392405	0.366139240506	0.380300632911	0.420490506329	0.371835443038	0.350949367089	0.391139240506	0.334889240506	0.346360759494	0.36582278481	0.314161392405	0.360838607595	0.307278481013	0.285205696203	0.304034810127	0.372547468354	0.388291139241	0.368037974684	0.273892405063	0.325237341772	0.296914556962	0.282199367089	0.421993670886	0.324129746835	0.353164556962	0.280933544304	0.365268987342	0.342405063291	0.295727848101	0.42207278481	0.373655063291	0.361313291139	0.38378164557	0.352610759494	0.370727848101	0.394620253165	0.364477848101	0.365743670886	0.360126582278	0.278955696203	0.415664556962	0.384414556962	0.3375	0.347943037975	0.433069620253	0.31835443038	0.386629746835	0.427294303797	0.345253164557	0.340189873418	0.408465189873	0.337737341772	0.336075949367	0.298892405063	0.278955696203	0.355933544304	0.293275316456	0.319936708861	0.291693037975	0.272705696203	0.369303797468	0.345569620253	0.417563291139	0.458860759494	0.400079113924	0.433148734177	0.430379746835	0.523655063291	0.42753164557	0.327689873418	0.318275316456	0.403006329114	0.300791139241	0.40371835443	0.358860759494	0.408465189873	0.414319620253	0.457911392405	0.440901898734	0.385996835443	0.348022151899	0.443037974684	0.342879746835	0.48125	0.357120253165	0.388132911392	0.493987341772	0.448022151899	0.429667721519	0.468987341772	0.367405063291	0.386471518987	0.360284810127	0.332436708861	0.520569620253	0.375237341772	0.413291139241	0.523813291139	0.353085443038	0.425158227848	0.379034810127	0.455537974684	0.406170886076	0.462816455696	0.419462025316	0.376977848101	0.407436708861	0.354905063291	0.405300632911	0.390348101266	0.404034810127	0.364319620253	0.504825949367	0.473180379747	0.388607594937	0.31835443038	0.338686708861	0.341139240506	0.376424050633	0.368512658228	0.350632911392	0.360759493671	0.392800632911	0.391297468354	0.353560126582	0.393987341772	0.371202531646	0.374446202532	0.480142405063	0.351265822785	0.431566455696	0.332357594937	0.336867088608	0.464952531646	0.355775316456	0.376344936709	0.323575949367
B4012	0.247784810127	0.428401898734	0.273180379747	0.302056962025	0.332832278481	0.316376582278	0	0.362183544304	0.310838607595	0.299367088608	0.42539556962	0.315743670886	0.307278481013	0.269620253165	0.340189873418	0.318591772152	0.383860759494	0.39667721519	0.320727848101	0.367325949367	0.356882911392	0.288924050633	0.374683544304	0.447547468354	0.431170886076	0.389240506329	0.445094936709	0.270965189873	0.336946202532	0.366693037975	0.339477848101	0.285917721519	0.281012658228	0.265189873418	0.361471518987	0.366613924051	0.292563291139	0.294620253165	0.239319620253	0.29746835443	0.313291139241	0.278560126582	0.338370253165	0.370886075949	0.361550632911	0.323813291139	0.295490506329	0.303797468354	0.264398734177	0.242167721519	0.467642405063	0.227056962025	0.331803797468	0.303955696203	0.339715189873	0.307357594937	0.307674050633	0.369620253165	0.330696202532	0.245965189873	0.314398734177	0.353560126582	0.321360759494	0.396518987342	0.35957278481	0.240664556962	0.30371835443	0.266693037975	0.337737341772	0.355617088608	0.243591772152	0.307674050633	0.436313291139	0.294778481013	0.324050632911	0.335284810127	0.322626582278	0.21835443038	0.358860759494	0.214319620253	0.316060126582	0.240664556962	0.270965189873	0.337341772152	0.201424050633	0.322151898734	0.237183544304	0.22128164557	0.277848101266	0.250949367089	0.470174050633	0.480696202532	0.402136075949	0.408148734177	0.350791139241	0.513924050633	0.377056962025	0.402689873418	0.284098101266	0.379588607595	0.303955696203	0.382674050633	0.407436708861	0.401344936709	0.355537974684	0.414003164557	0.373813291139	0.343433544304	0.322705696203	0.470569620253	0.319303797468	0.600316455696	0.305379746835	0.339319620253	0.418829113924	0.427610759494	0.425079113924	0.460601265823	0.385996835443	0.378401898734	0.37871835443	0.349525316456	0.543829113924	0.287262658228	0.388924050633	0.515585443038	0.243037974684	0.44121835443	0.272705696203	0.382515822785	0.281329113924	0.501740506329	0.398892405063	0.360284810127	0.388686708861	0.362974683544	0.329746835443	0.264794303797	0.344303797468	0.303243670886	0.596598101266	0.533069620253	0.342246835443	0.243987341772	0.317800632911	0.301740506329	0.345253164557	0.337816455696	0.388053797468	0.418987341772	0.442800632911	0.37539556962	0.271123417722	0.329905063291	0.286075949367	0.374841772152	0.395569620253	0.374208860759	0.428481012658	0.310284810127	0.288844936709	0.405379746835	0.26914556962	0.351503164557	0.276977848101
B4013	0.381170886076	0.540585443038	0.381882911392	0.419382911392	0.374920886076	0.451186708861	0.362183544304	0	0.362658227848	0.394462025316	0.592484177215	0.454746835443	0.387420886076	0.394778481013	0.317879746835	0.396202531646	0.429430379747	0.431091772152	0.293512658228	0.524841772152	0.505063291139	0.493196202532	0.582911392405	0.64042721519	0.621993670886	0.584256329114	0.649762658228	0.40292721519	0.513924050633	0.561629746835	0.485363924051	0.446835443038	0.416613924051	0.329430379747	0.543037974684	0.386629746835	0.513132911392	0.369936708861	0.348734177215	0.479034810127	0.425870253165	0.433069620253	0.43457278481	0.561867088608	0.565901898734	0.46210443038	0.427848101266	0.306803797468	0.407199367089	0.342800632911	0.636471518987	0.410838607595	0.512579113924	0.481724683544	0.470174050633	0.39375	0.324129746835	0.585205696203	0.462183544304	0.323180379747	0.518117088608	0.452610759494	0.532357594937	0.426344936709	0.552452531646	0.368512658228	0.360996835443	0.37128164557	0.553797468354	0.55996835443	0.393591772152	0.457911392405	0.425553797468	0.304272151899	0.301028481013	0.282515822785	0.502689873418	0.354905063291	0.54375	0.352768987342	0.434335443038	0.396756329114	0.409651898734	0.517405063291	0.356803797468	0.475949367089	0.384335443038	0.375	0.40371835443	0.299920886076	0.611867088608	0.584335443038	0.5375	0.561471518987	0.54746835443	0.603085443038	0.554667721519	0.540506329114	0.475316455696	0.55917721519	0.467167721519	0.506170886076	0.523734177215	0.533386075949	0.468829113924	0.554825949367	0.382278481013	0.389398734177	0.456091772152	0.606170886076	0.481329113924	0.659493670886	0.402294303797	0.42753164557	0.442563291139	0.394303797468	0.454272151899	0.495648734177	0.498971518987	0.448813291139	0.507515822785	0.480617088608	0.640981012658	0.341376582278	0.532436708861	0.580775316456	0.393117088608	0.581012658228	0.351424050633	0.514715189873	0.453560126582	0.648022151899	0.604351265823	0.510443037975	0.347784810127	0.444303797468	0.495648734177	0.432674050633	0.483860759494	0.498575949367	0.670965189873	0.607753164557	0.386867088608	0.398022151899	0.465664556962	0.352136075949	0.494936708861	0.36289556962	0.457199367089	0.498734177215	0.525158227848	0.541613924051	0.375712025316	0.391930379747	0.327373417722	0.406408227848	0.426740506329	0.493908227848	0.592325949367	0.394066455696	0.391772151899	0.547310126582	0.467800632911	0.518037974684	0.330933544304
B4014	0.303955696203	0.475158227848	0.264794303797	0.35625	0.24628164557	0.31875	0.310838607595	0.362658227848	0	0.337420886076	0.497626582278	0.350553797468	0.322310126582	0.3375	0.407278481013	0.332515822785	0.394541139241	0.362579113924	0.26503164557	0.40917721519	0.380537974684	0.375553797468	0.469699367089	0.518196202532	0.535126582278	0.460759493671	0.515981012658	0.344778481013	0.41289556962	0.44335443038	0.377215189873	0.415268987342	0.341297468354	0.357911392405	0.454825949367	0.279905063291	0.407436708861	0.347863924051	0.30292721519	0.432832278481	0.364240506329	0.356724683544	0.38378164557	0.462658227848	0.466772151899	0.392958860759	0.326107594937	0.328955696203	0.323338607595	0.266297468354	0.530379746835	0.337579113924	0.414161392405	0.374208860759	0.372943037975	0.362183544304	0.295965189873	0.484018987342	0.400632911392	0.260759493671	0.431566455696	0.399841772152	0.445569620253	0.326107594937	0.426898734177	0.358306962025	0.371439873418	0.291851265823	0.473259493671	0.444620253165	0.321598101266	0.382199367089	0.288528481013	0.227689873418	0.228401898734	0.332990506329	0.392405063291	0.294778481013	0.447626582278	0.289556962025	0.340585443038	0.307278481013	0.320015822785	0.424762658228	0.287737341772	0.373734177215	0.286629746835	0.288053797468	0.367167721519	0.306803797468	0.513212025316	0.515189873418	0.456882911392	0.486155063291	0.476977848101	0.568670886076	0.496044303797	0.435522151899	0.364873417722	0.458702531646	0.367958860759	0.468987341772	0.422389240506	0.477373417722	0.446123417722	0.507753164557	0.293512658228	0.370886075949	0.390189873418	0.524129746835	0.398417721519	0.578085443038	0.389794303797	0.408860759494	0.493117088608	0.429667721519	0.399208860759	0.498655063291	0.414556962025	0.380537974684	0.404430379747	0.392325949367	0.601503164557	0.343117088608	0.479825949367	0.560601265823	0.366376582278	0.475949367089	0.354984177215	0.504272151899	0.435838607595	0.558544303797	0.494857594937	0.439873417722	0.406962025316	0.382199367089	0.451186708861	0.398575949367	0.461155063291	0.418037974684	0.583465189873	0.530617088608	0.369541139241	0.323417721519	0.380933544304	0.308702531646	0.426028481013	0.365585443038	0.401107594937	0.426661392405	0.457990506329	0.457832278481	0.339794303797	0.367879746835	0.327215189873	0.382515822785	0.460759493671	0.419382911392	0.498417721519	0.336155063291	0.332041139241	0.533939873418	0.409335443038	0.450553797468	0.331408227848
B4015	0.339477848101	0.366851265823	0.289636075949	0.256724683544	0.314636075949	0.276344936709	0.299367088608	0.394462025316	0.337420886076	0	0.392879746835	0.287262658228	0.340664556962	0.261946202532	0.395094936709	0.271360759494	0.309493670886	0.360284810127	0.307594936709	0.31582278481	0.321756329114	0.314477848101	0.39667721519	0.456012658228	0.458544303797	0.392879746835	0.439161392405	0.337816455696	0.338449367089	0.391376582278	0.432041139241	0.37871835443	0.355775316456	0.30253164557	0.38085443038	0.301661392405	0.336867088608	0.344462025316	0.297863924051	0.337183544304	0.292088607595	0.271598101266	0.296044303797	0.367484177215	0.382515822785	0.386708860759	0.329113924051	0.324683544304	0.292246835443	0.302136075949	0.463528481013	0.330696202532	0.340664556962	0.281170886076	0.383069620253	0.342167721519	0.279351265823	0.401582278481	0.378639240506	0.334493670886	0.407674050633	0.322389240506	0.360680379747	0.385047468354	0.390268987342	0.344303797468	0.315981012658	0.283069620253	0.421993670886	0.390585443038	0.351186708861	0.286629746835	0.415743670886	0.297863924051	0.345253164557	0.388291139241	0.331487341772	0.300553797468	0.373338607595	0.32539556962	0.331170886076	0.30253164557	0.289556962025	0.373655063291	0.296123417722	0.333227848101	0.309651898734	0.289715189873	0.339319620253	0.322784810127	0.407753164557	0.404193037975	0.369541139241	0.389715189873	0.373101265823	0.473101265823	0.389477848101	0.345648734177	0.302136075949	0.431487341772	0.335047468354	0.367800632911	0.368512658228	0.365506329114	0.347310126582	0.397705696203	0.40996835443	0.351344936709	0.298734177215	0.423734177215	0.335522151899	0.453006329114	0.320332278481	0.3625	0.439952531646	0.398101265823	0.392642405063	0.375791139241	0.32128164557	0.349920886076	0.360284810127	0.339003164557	0.509335443038	0.338844936709	0.369382911392	0.472943037975	0.304667721519	0.389556962025	0.322389240506	0.388449367089	0.350474683544	0.438132911392	0.430063291139	0.342800632911	0.329984177215	0.30878164557	0.34335443038	0.325474683544	0.356882911392	0.350474683544	0.475	0.445965189873	0.332436708861	0.312183544304	0.307911392405	0.300158227848	0.335047468354	0.310126582278	0.318670886076	0.293987341772	0.341376582278	0.347310126582	0.321518987342	0.358702531646	0.317879746835	0.306170886076	0.438132911392	0.285838607595	0.405775316456	0.314082278481	0.329588607595	0.422310126582	0.323655063291	0.316060126582	0.278243670886
