Samples	PC1	PC2	PC3	PC4
N4124	0.043341273269409	-0.0463421519338495	0.00160844957423943	-0.0276033233449532
N4126	0.0425605392695804	-0.063177463621967	0.0716937395481207	0.00976878661066014
N4127	0.0687380165262349	-0.0681998480709484	0.00502775068560032	0.154697149485753
N4128	-0.0993797935279861	-0.0022406200547109	-0.0124722605666831	0.0658455362910349
N4129	-0.152411825891269	-0.0217587307842576	0.102024223480501	-0.0230215537895463
N4130	0.197104399425708	-0.120593653818208	-0.0100711653448418	0.00745990737568696
P4132	-0.00939833326032616	0.0214190512626883	-0.0303870659304631	0.118821462554055
P4134	-0.186997597800966	-0.0781709953137553	-0.0137108460477869	0.0312316582890146
P4135	0.0938830962490792	-0.16142463906373	-0.0551666831915037	0.0389481822267877
P4138	-0.188599445137079	0.1916181626993	0.0464271004910601	-0.00423715766952001
P4139	-0.0882701732247343	0.17021995573102	0.100292176698929	0.0638387704218315
P4140	-0.0167537692772317	0.239746575612555	0.0176385453660129	0.000139257722386841
Q4141	-0.0607474152824823	-0.0692179349462047	0.0873321478983248	-0.151288782416437
Q4142	-0.0667733150388729	-0.00694821445166431	0.0868167779803097	0.0264232445398179
Q4143	-0.0410949119650725	-0.116492470996142	0.0140565503772057	-0.0800704908959415
Q4144	-0.0300430872991535	-0.0365633486294536	-0.00564219243548912	0.0131982300593889
Q4145	0.0485785994321734	0.149080007299412	-0.0324535042679638	-0.0591116630883461
Q4146	0.121647699903247	-0.0511243588427087	-0.014030163160912	0.00341336487366793
Q4147	-0.0632219069807691	0.158348562790102	0.017988487781459	-0.0203166795116973
Q4148	0.0612279656380737	0.120085860021285	0.0376328838532932	0.0921039225512224
Q4149	0.0831877100845434	0.00047932086525038	0.00447314006512449	0.0117177311003235
Q4150	0.214723715683606	0.16033008659758	-0.120316987094472	0.0444352531809645
R4151	-0.0962478370951263	-0.0922414279089726	-0.0038695238277029	-0.0312674340346736
R4152	0.0223176599896304	-0.110154937520814	0.00848422409839642	-0.079091564324116
R4153	-0.0628317040329124	-0.123699390343375	0.0316968826545231	-0.00646374360429345
R4154	-0.080530699794974	-0.0729454225016867	0.00136193981047883	-0.0145045048755517
R4155	-0.127702614555332	0.00595416737156612	-0.00308142338660962	0.0723438439552271
R4156	-0.0485114383323922	-0.148575872666675	0.00697276185834054	-0.126256440905161
R4157	-0.17250126899934	-0.0875988333391513	-0.00293732824025683	-0.0325775415122474
R4158	-0.123470980508532	0.00957523173233003	-0.0176369275393902	0.0737708875855059
S4161	0.100080489953	-0.0386780124406766	0.17932553021755	-0.0323323738080968
S4162	0.0154645815895079	-0.082161985199921	0.0594029004878503	-0.0684783765753238
S4165	0.127612719040868	-0.187834142898271	-0.00224272060175614	-0.0364365278890389
S4166	0.134682654254757	0.0410193873008942	-0.170320496688348	0.0171287084602975
S4167	0.047164218137327	-0.053480245774399	0.0663719755683176	0.0331480548149243
S4168	0.0675126446898061	-0.146765745675133	0.00627217760762283	-0.059148043678849
S4169	-0.113359899865443	-0.0279925848980413	0.112839077580815	0.151905893370991
S4170	-0.160592502766238	0.0175890036547393	-0.0773673073545454	0.00267264009502944
T4171	0.137549737905713	0.015761517578489	-0.0459027751709024	0.0153533689300628
T4172	0.108061674105529	-0.187570140981783	0.0644067003097212	0.00530840716309213
T4173	0.114661183669802	0.200916970402272	-0.099459657499725	0.0325415909052178
T4174	-0.141038687707584	-0.138309212313999	-0.0442588902986614	-0.0828300983684355
T4175	-0.089631177128791	-0.0311500176583441	-0.109404373660897	-0.0504882225488736
T4177	-0.159944588699158	0.0570631721363827	-0.101605992688339	-0.0825051947095573
T4178	0.0893761699132179	0.057288504964651	-0.191202122636267	-0.0169955969777171
T4179	0.0237869789697437	-0.0217174423223218	-0.163204227552874	-0.00945363606403021
W4193	-0.123247736395753	-0.0292490025922704	-0.0283712123278703	-0.104817946179332
W4194	-0.125594490744495	-0.095934300399144	0.119982582448684	-0.0512947551508113
W4195	0.26801763145353	0.106538501342986	-0.0118602809255684	0.00600286272486228
W4196	0.225457958399724	-0.032012554339333	-0.0579889605689194	0.00723178934899581
W4197	0.0892717412783687	0.0755192956899261	0.00776531527346296	-0.0167796157908558
W4198	-0.213942972979987	0.0961326497107554	0.140090640054414	-0.207462570420534
W4199	-0.073354778838768	0.100042883682501	0.117550295998301	-0.00172718949995825
W4200	0.136643115130658	-0.170790548597864	-0.0611525170994481	0.0258037895906827
X4203	0.156451009297485	-0.154237673759309	0.0112946706573456	0.0381366513969344
X4204	0.0465235672151209	0.0423069406700927	-0.109065633080721	-0.0445852141943667
X4205	-0.0738380573800565	-0.0876313885851318	-0.0702399130830783	0.000284649941589922
X4206	0.0297972926067311	-0.0321415319232648	-0.0984380479406212	0.0193797595009181
X4208	-0.0445090102620883	0.00630329742467453	0.0492551050218405	-0.0984246560605921
X4209	-0.234120238349368	0.0312081406229168	0.0795234388270422	0.121353184270882
X4210	0.111255771568017	0.0276504527226756	0.000975736944088737	0.0304351714243586
Y4211	-0.039043960464707	-0.0327750961427034	-0.169085689790397	-0.0520023257383462
Y4212	-0.166975064355884	-0.0161784797158138	0.0994734867244774	-0.0052840984065126
Y4213	-0.249043764886044	0.00047558616739562	0.0489768871467553	0.0223775309280594
Y4214	-0.293443763935309	0.010994360628661	-0.0304883159628552	-0.00580362282353556
Y4215	0.0984685555147736	-0.101923623034948	0.000782816779714551	-0.0342042720688916
Y4216	-0.120406721650077	0.0157871687811862	0.00976647722808673	-0.0589319482721174
