GroupID,N,RelativeD53Level,sd,se,ci,asterisk
Mock,4,1,0,0,0,NA
R2567,4,0.4875,0.195170865312082,0.0975854326560408,0.310560399605729,*
R2488,4,1.095,0.302269195695934,0.151134597847967,0.480977742521801,
R1405,4,1.285,0.437149859887888,0.218574929943944,0.69560297822775,
R780,4,2.6075,0.629781708213251,0.314890854106625,1.00212323521926,*
R2828,4,1.1225,0.565176963437117,0.282588481718558,0.899322669560959,
R1801,4,0.7625,0.363994047570378,0.181997023785189,0.579195755917806,
