GroupID,N,X4DOInRoot,sd,se,ci,asterisk,padjmethod
Mock,3,0.588666666666667,0.0274651294068193,0.015856999856355,0.0682271637175828,NA,padjFDRAsterisk
R2567,3,0.838666666666667,0.0903124207035408,0.052141900404356,0.224348490109127,*,padjFDRAsterisk
R780,3,0.335333333333333,0.0119303534454488,0.00688799277325727,0.02963664090835,**,padjFDRAsterisk
